WORD,ROOT
غارت,غور
دنسناكم,دنس
فتوازنينا,وزن
وقاوما,قوم
تتحرقون,حرق
فبمزعزعتي,زعزع
فبالمقاسمتين,قسم
ولمخطوفتيهما,خطف
ولربيلي,ربل
فستحكان,حك
لذكروكن,ذكر
فتستلطف,لطف
كالإرهابيتين,رهب
فمنبعثتي,بعث
فلتهلسك,هلس
ثدينا,ثدى
فستستوطنهن,وطن
بتعريفيهم,عرف
تخاطب,خطب
وتنطنهم,نوط
تسممانا,سم
ويصرعونهم,صرع
فلآنفتيه,انف
لصوقها,لصق
وستغويانكن,غوى
فكالهولنديات,
ففسروك,فسر
فكمحدق,حدق
فسيعند,عند
مزاحمتيها,زحم
فبمحفوريكم,حفر
سنقحمهما,قحم
سيهدرجونهم,هدرج
كاحتياجه,حوج
ويختلساكم,خلس
فبعقداءكن,عقد
وتقبلوهن,قبل
وكالأزهرية,زهر
كغافيكما,غفو
فتمثالاها,مثل
فبتشرذمها,شرذم
وبسلاجقتها,
كإثرائكن,ثرى
وليؤمرانا,امر
وكنهيمي,نهم
لرجمناه,رجم
لزهرتكما,زهر
فألدا,لد
فستطرحاننا,طرح
وكفلاحين,فلح
ثرتي,ثر
فكنهوركن,نهر
تغربك,غرب
وبإطعامه,طعم
فلابتداعه,بدع
لشنعنني,شنع
وأسطورتاكم,
ستدهميننا,دهم
فأنيئكم,نوء
فكزلازله,زلزل
فلتتعاملا,عمل
فالختن,ختن
وكمزرهن,
كبلقنة,
فترادفاهم,ردف
للمزاولات,زول
تقدميو,قدم
فتنازعانكما,نزع
وبإحصانك,حصن
فبغرفتيك,غرف
فلتجمهركما,جمهر
سيرجحنكن,رجح
ولمشاجرتيكن,شجر
للهمنهم,لهم
وكمطربتكما,طرب
لننتقيكن,نقو
وكملتصق,لصق
أسالها,سيل
فلتغربينا,غرب
وكالخور,خور
أناجزكما,نجز
فلبائنيكما,بين
ويبسأكن,بسء
خطيرا,خطر
فللمصنفين,صنف
تنحرنها,نحر
لفخرييهم,فخر
وأوردتا,ورد
لأشبالكم,شبل
لوشكتا,وشك
يمنحنكم,منح
فلتملقه,ملق
وتركستانيتا,
لصارمتاها,صرم
امتلاككما,ملك
فتفرحونني,فرح
ولتصغروا,صغر
لرحويتيهن,رحو
أولوياتنا,اول
تشارباهن,شرب
تقلصونني,قلص
ومنقبتيكما,نقب
انتقدانا,نقد
كسباحتهما,سبح
لدللتهن,دل
فلمنقبضتيها,قبض
فيلمسوننا,لمس
واجتنبناكما,جنب
ستركزه,ركز
فسنبصرك,بصر
لنلومكما,لوم
بمطالبتينا,طلب
وسيجتزن,جوز
وبضموره,ضمر
وكمزالق,زلق
فتحنكونهن,حنك
لأزومكم,زوم
تعانديننا,عند
ويسلسلانهما,سلسل
ولكومتيهما,كوم
وبأخصاصهما,خص
كأداتيكما,ادو
لتضمنتها,ضمن
مباغتاتهن,بغت
فلشرائعها,شرع
وجياشها,جيش
فيعلفه,علف
ولتلكنيهما,لكن
فاستعادوني,عود
وكالسيار,سير
كالصلح,صلح
وأكدتنهما,اكد
فبجلابيتيكما,جلب
نوشح,وشح
بستيفان,
فبالمتشرد,شرد
توانيهن,ونى
تجنباكن,جنب
ورسالتان,رسل
فتقارنهم,قرن
فلتستبطئيهن,بطء
فبأسلافي,سلف
يحرزوا,حرز
لتقصدته,قصد
فتضعفونه,ضعف
بالاستغلال,غل
فلرطبتها,رطب
تتخيلها,خيل
سأدرسهما,درس
فكفرملتكم,فرمل
وأقابلهما,قبل
سنفسركن,فسر
تناسختما,نسخ
ولخاوييك,خوى
فببرجينا,برج
وستسبغنني,سبغ
وليربكنكما,ربك
ويسببانهم,سب
للإياب,اوب
يلاج,لج
فلإناثهما,انث
ببضعكن,بضع
تطولنا,طول
فقدسوكن,قدس
فمونتما,مون
بمرميهن,رمى
بلهيبكما,لهب
وتلابسوني,لبس
لتوريتي,ورى
وبشياطينكم,شيطن
اللائمة,لوم
لتتقشف,قشف
ولعيشته,عيش
فالارتقاب,رقب
فأسسوا,اسّ
فلتاجيتيها,توج
فمهموستك,همس
كممالكه,ملك
كفارهيك,فره
وكمفتونتهم,فتن
فتعنقوهما,عنق
سيتهاجمون,هجم
لكفيلاتكن,كفل
يساكنانني,سكن
ليشتملوكن,شمل
لمدخليهن,دخل
فلملزمات,لزم
فيفرجان,فرج
قوبتماهم,قوب
فعميده,عمد
تغصبانني,غصب
هيموكم,هيم
يتفقصوا,فقص
فمتدربيهن,درب
فلمحجميكم,حجم
لعاهدتاها,عهد
لانفصالك,فصل
بممسكاتكما,مسك
فلمتسقيه,وسق
وكتجفيفي,جف
بضامرتيكما,ضمر
كمتوزعيكما,وزع
فبعسلييه,عسل
فسيفرزكم,فرز
فألويناها,لوى
فكالبيئيتين,بوء
كزنجيكم,زنج
ولتولعاني,ولع
وسلعتكن,سلع
فبالصاروخي,صرخ
لتفتلوهما,فتل
بمعهودتهما,عهد
وكمساعدتيه,سعد
وآجروه,اجر
فبتبخر,بخر
فبقعقعتهن,قعقع
وكنائحتيهن,نوح
بمراقصتيكم,رقص
وربيليهن,ربل
وكملاحقتكن,لحق
فسأهوع,هوع
فمخيريك,خير
وكتفضلنا,فضل
ومتجدداكم,جد
أصفحكن,صفح
فسيجملون,جمل
منسلخهن,سلخ
وكساحبهما,سحب
لتقرشيهن,قرش
يخلسني,خلس
وستعجمونني,عجم
ولتتسوقوا,سوق
كالمرتخص,رخص
فبفلائكي,فلك
ولتنشقاهم,نشق
وينضلاننا,نضل
ستعكف,عكف
ولشهامتها,شهم
فسيناشدك,نشد
وسيهبركم,هبر
فلإبريقهم,برق
فكفاحصيهن,فحص
فيستبكي,بكى
بصوصكم,
ويطاهرنني,طهر
خداما,خدم
وروضتا,روض
فتسخنينها,سخن
بمنشوراتنا,نشر
لتوظفن,وظف
وتصطفيكما,صفو
لفصمتماهم,فصم
ودمناهما,دمن
وبأرضتكن,ارض
جذوم,جذم
سترميانه,رمى
ضجرتهم,ضجر
لمانعتاهم,منع
وليقدراهما,قدر
متواليتيك,ولى
وتسرقينه,سرق
ودمثوكم,دمث
كسيورنا,سير
فكعائديهم,عود
وضبطناها,ضبط
فوسقتماها,وسق
سنستاق,سوق
ولخفاقتين,خفق
فبأيلي,ايل
ولمبنيين,بنى
فللوحشية,وحش
فللنعمى,نعم
وكمتبوله,تبل
وللإعلام,علم
فلتعدلك,عدل
فسيهيجونهم,هيج
ولملقكما,ملق
وسيغيبونهم,غيب
وسومانا,سوم
بليرتيكما,
ولكفيلتهم,كفل
فترعدان,رعد
تبيرانني,بور
كمصنفاتكم,صنف
فمستأجرتاك,اجر
فليفرزنهن,فرز
وكربويهم,ربو
وليبرزوهن,برز
وحذفن,حذف
وسيفترسانكن,فرس
والقافان,
بجغرافي,
فديناميكيتيكما,
واستضفتمانا,ضيف
يصبغوهما,صبغ
أبديتن,بدو
بصلابتهما,صلب
فلأمانيهم,منو
سترافعاننا,رفع
فلمنشغلهم,شغل
فشختيكما,فشخ
وآمنتنني,امن
فلموهوبي,وهب
فظرفييهما,ظرف
بقهريهما,قهر
ستربحينهن,ربح
فستتيههن,تيه
فيستبقيانني,بقى
سأستثقلهن,ثقل
فيخضعنكما,خدع
فلهافيتين,هفو
ليفاكهوكم,فكه
بطوافتين,طوف
بالمثاقيل,ثقل
تتفككان,فك
كمؤشريك,اشر
بمتجهماتكما,جهم
جودة,جود
كطحينيكما,طحن
لتحية,حيو
وكمستحدثكما,حدث
وملامتاهن,لوم
وبمكسي,مكس
فستأخذانكم,اخذ
ولدهريهم,
وكصبغيتيهما,صبغ
فتيمكن,تيم
فيشنعنهم,شنع
فكاللجام,لجم
وعلوانهما,علون
وأرسخنها,رسخ
ليأرباه,ارب
فكتلفازهم,تلفز
فألمعهما,لمع
فتطرفين,طرف
وكمدلولاتهم,دل
وكوعلهما,وعل
فعريقتاك,عرق
فيرافقاهما,رفق
تجتاحينهم,جوح
فلمأذونهم,اذن
لنغرر,غر
كواطئ,وطئ
وكمنتقدكن,نقد
كالرباعيتين,ربع
يدحرجانا,دحرج
فنظريتهن,نظر
وفاصلنكما,فصل
وتعتمدهم,عمد
فباطرادكم,طرد
تهاجران,هجر
فكمصلحييها,صلح
فليدعموهما,دعم
ولتحبكيه,حبك
فلدياريكم,دور
فكالأطر,اطر
فكخيشتيها,خيش
تترقى,رقى
فنهشناكما,نهش
فبالتضارب,ضرب
فبرخامة,رخم
وكانقضاضنا,قض
للعصور,عصر
وعجائزكم,عجز
ويهجرنكن,هجر
ستكاركم,كرى
وبصرتموه,بصر
ليطمئنوكما,طمأن
شوبي,شوب
تيجانها,توج
قايضتموهما,قيد
ليغنجانا,غنج
وطمستموها,طمس
تتخللاكن,خل
فأكسلكم,كسل
بظلامتيكما,ظلم
وكنكوصها,نكص
فتكحلهما,كحل
وبقعرهن,قعر
وبصيانتكما,صون
فلتغطينها,غطو
ستشذون,شذ
الناصحة,نصح
ولنصاحها,نصح
تجبلاني,جبل
ولأحررهن,حر
ولشدتهم,شد
وبتروكيماوياتكم,
وبمطرباتي,طرب
ستشبكينه,شبك
لأخاذلكن,خذل
فستتكين,تك
فسيصلفكن,صلف
وأزبده,زبد
وأخامص,خمص
أوسعناهن,وسع
ولأكبسهما,كبس
بفاتككما,فتك
يتسرى,سرى
وليغصبنها,غصب
فمزعجتاهم,زعج
فلتتوقعنها,وقع
فكمداخلكم,دخل
محتديه,حد
فكخالعاتهما,خلع
سيبرمونكن,برم
ومدخنوك,دخن
وبتصييفنا,صيف
ولأسجلكن,سجل
لمتقلبهم,قلب
وكأسنك,سن
تكوداهن,كود
فعتقنهما,عتق
ورجحتانا,رجح
فكرجالكما,رجل
وأبشرنا,بشر
كالإدبار,دبر
فمشكلاكما,شكل
فترقيكن,رقى
لانطلاقتكما,طلق
فليجانباه,جنب
فكطرائد,طرد
وبمكرهيكما,كره
ومازحوهم,مزح
وكواهيتكن,وهى
وبشبهاتكن,شبه
فعفيناكن,عفو
سينافقنهن,نفق
وألقيتكما,لقى
أصعقني,صعق
أسرعتانا,سرع
سأوضحه,وضح
بتظاهرييهما,ظهر
كتكميليتين,كمل
ويطويه,طوى
كمختطفاتكما,خطف
ليتعرش,عرش
فكالتقطع,قطع
ولنهرو,هرو
أغفلتموني,غفل
فليجدلوا,جدل
ووخزتكم,وخز
وكمعاتباتكن,عتب
فبمسامرتهم,سمر
ومتغلبتيه,غلب
وينقروك,نقر
أندورا,
فسأجتذبكن,جذد
كبظر,
تلقياهن,لقى
وكتشوشيها,شوش
ملحميتينا,لحم
فكتثليثك,ثلث
