WORD,ROOT
فيوعياكن,وعى
ولاعبناهم,لعب
لمتخرجيكن,خرج
فليرفعونا,رفع
فجوفانا,جوف
ولامساهما,لمس
فعزيزتهما,عز
وبشحنكما,شحن
وكمقتبسيكن,قبس
فبمسجاتنا,سجو
وسينعشنهن,نعش
فليترفكما,ترف
بمتعارضيهما,عرض
لركباكما,ركب
فتيمماك,يم
وأنجاك,نجو
فليصروا,صر
فمتنازله,نزل
وبأرويتنا,
يستوفيانكما,وفى
فبالمحلاة,حلى
فدورتموهم,دور
فجليلهم,جل
فستعلكنهم,علك
وسيكملنكن,كمل
لتشوحوه,شوح
لتعتباكم,عتب
فتتوفوا,وفى
وستلقحها,لقح
لينتقينك,نقو
وفصيلاك,فصل
تستعبدنا,عبد
فتحتاجونها,حوج
فيشطروكم,شطر
تبعجك,بعج
فالحائزين,حيز
وليشبهاهم,شبه
تتلعلع,لعلع
وخجول,خجل
نقادة,نقد
لأخففها,خف
ولمجادلتيها,جدل
حمسانا,حمس
بالحاليتين,حول
وبدزيناتي,
فحمضكم,حمض
تبشعان,بشر
فتناولينني,نول
وكبخاريتيكما,بخر
وتمنطقكن,منطق
يلتهمهما,لهم
فصناعتي,صنع
وتتمازجان,مزج
ومفسدتنا,فسد
ولتجالدينا,جلد
هسيس,هس
وسيدهورونكن,دهور
فكاستهانتهما,هون
وليناقركما,نقر
لتوقعنهم,وقع
اعتماداتنا,عمد
وكمساهماتك,سهم
وكنهميه,نهم
كزيجتهن,زوج
بنفسائه,نفس
ويلازمانهن,لزم
ولطواقيكما,طقي
ولمشاتلهن,شتل
ستزداده,زيد
ستهزمها,هزم
فتتحفانه,تحف
فسيغتالون,غول
تكظي,كظ
فلتعنتكم,عنت
ويستثنونه,ثني
وتعاكسكن,عكس
ويحرشنكن,حرش
واستجرنك,جور
وبالأنثوية,انث
لذوقينا,ذوق
كسوالبها,سلب
ولجريمتها,جرم
وتنهداتي,نهد
يعقبن,عقب
ويفلقننا,فلق
وستخاطبينهن,خطب
فليكسحنا,كسح
فالغضائض,غض
عربجياه,
وبمتهيجتهن,هيج
حرمتماه,حرم
وليفطنوك,فطن
وبسبورتيهم,سبر
وعلكتكم,علك
ويسكرانا,سكر
ككحيليها,كحل
الفنيين,فن
ولنهجنها,هجن
فمتأسفاكن,اسف
وبنعمائهن,نعم
مقلداكما,قلد
فنبوءتيك,نبأ
وسنتصيدهن,صيد
فليوكلهما,وكل
فتصفيتكما,صفو
فلعرفائك,عرف
حصيني,حصن
فتخمريهم,خمر
متحصليكن,حصل
لتصادرا,صدر
فببنيويتكن,بنى
ولأسواطهم,سوط
وكاغتصابهم,غصب
وصفيتنني,صفو
فمعموري,عمر
فكعفنهن,عفن
ولتزهرهم,زهر
فليواثب,وثب
وتحبكننا,حبك
لشللكما,شل
ليشحطوها,شحط
فاضليك,فضل
فلتلحفانا,لحف
يرجمنا,رجم
بالاي,
لإحداثك,حدث
ستمنعانه,منع
فبسامعيها,سمع
ليتزمتا,زمت
ويرمسوهم,رمس
ولتميلاهما,ميل
وبالمستحفظ,حفظ
فجانحته,جنح
فبالمستميت,موت
لمبدديكم,بد
ولتسوياكما,سوى
فامتحنتاهن,محن
سترقدهن,رقد
ولنتتبعهما,تبع
فستلقمينني,لقم
وكرخصهن,رخص
فسيقرطكن,قرط
لتقدرني,قدر
يعرجونهن,عرج
ستتحامينها,حمى
فبأوروغواي,اور
لعناوينه,عنون
فتملساكن,ملس
ولعياراتكما,عير
ويملسني,ملس
لخاسراتنا,خسر
سعرنكم,سعر
وليزقزقاهم,زقزق
فسيغرسك,غرس
كشبهه,شبه
ولمائجيكما,موج
فدعكما,دع
فأقرضنكن,قرض
سأفترشها,فرش
ولزحافهما,زحف
لتكشطاها,كشط
فكمواقتهما,وقت
فنادمناك,ندم
وتلاحوهن,لحو
فلتتلمذينا,تلمذ
وتعتبراه,عبر
لأفلستا,فلس
وكعفتينا,عف
فللمستعمرتين,عمر
فسيقتديان,قدو
ومرافعتكما,رفع
فبدرهمهم,
بأجمعك,جمع
اليابانية,
ستقلمهن,قلم
وسيضمدنكما,ضمد
فلحقبك,حقب
ستباكرن,بكر
ستختمانكم,ختم
ليلاحقنهم,لحق
وكالخبازين,خبز
موقعاكما,وقع
ولشوحك,شوح
كالعلاف,علف
ونسيتمونا,نسى
ورمشهما,رمش
فبمستدعيتيها,دعو
إشعالكم,شعل
وسيتتبعهن,تبع
فاقرطهما,قرط
ومكثرتيهن,كثر
لتأكيدييهن,اكد
وبمعسكريهما,عسكر
لرالوا,ريل
فاحكمهن,حكم
وستضمنانها,ضمن
فسنناولهما,نول
فبمدلكهما,دلك
بالشحمين,شحم
فلفرامته,فرم
وأذنبتكن,ذنب
فبدراقكن,درق
فكحموضتي,حمض
لزعافكم,زعف
ومصره,صر
شنجتانا,شنج
كجذريتي,جذر
فلمرغوبتين,رغب
وبوصبكن,وصب
وستعشقينه,عشق
فلتطريك,طرى
فلعقدتين,عقد
ولتتعلموا,علم
سيكمشانكما,كمش
فأغدقتاكن,غدق
وبنزهاتهم,نزه
نديناكم,ندو
فكعيتينا,عي
فكرهاؤهما,رهو
باعتباطيتهن,عبط
لتالفيك,تلف
فيصدقوني,صدق
بمزاراته,زور
كشرطييها,شرط
ولمرتجلي,رجل
اتهمتم,وهم
فليتركانا,ترك
ظلالهم,ظل
ولتعبيراتكما,عبر
سيكمله,كمل
كتأهبهم,اهب
فلجملي,جمل
لتطهرنهم,طهر
لمكاكيكك,مك
فأعطتا,عطى
وكاستيلادها,ولد
فوبائهما,وبئ
وبغدرانك,غدر
لعوضاك,عوض
فأجزلن,جزل
كالممسوسة,مس
ستجننها,جن
وسنكافها,كفى
فلمحتضرته,حضر
وأنتهج,نهج
ورايتان,رأى
فكدبسهم,دبس
أذاعتكم,ذوع
بإفرنجيتيهن,فرنج
كمتفسختها,فسخ
يكدسوهما,كدس
وبيهوديتكما,
فكتوافقهم,وفق
وكبشيكما,كبش
باستدعائنا,دعو
ستخبزون,خبز
فلتكممنهم,كم
أحايدها,حيد
فمرسومتين,رسم
ولابتهاليها,بهل
ومنقذيكم,نقذ
مبدئه,بدء
فكحكميتيه,حكم
كانسيابيكما,سيب
بمنتظرك,نظر
والانعكاسيين,عكس
ولنحمدل,حمدل
تفقههن,فقه
فتظاهريتك,ظهر
فتلتقيها,لقى
فكجفرتيهما,
لأهيني,هون
خروعها,
فمنشودين,نشد
فكبسولتانا,
فللقيا,لقى
تنسجاني,نسج
لملاحتيهم,ملح
فلإكلينيكيتيه,
فليبارحكما,برح
ومعادياكم,عدو
زماراكن,زمر
أضحيتم,ضحو
لتحرقتن,حرق
منفذيكم,نفذ
فتغمراها,غمر
تجبياكم,جبى
وربكتنهما,ربك
لمهلكتيكن,هلك
وليهور,هور
فسنلبدك,لبد
ولظئرك,
كهفوتكم,هفو
فسنتخيرها,خير
لضافرتنه,ضفر
لأحدثتموه,حدث
سيمنعانها,منع
وكدمعيتيكما,دمع
وأصبت,صوب
ولتشبههن,شبه
لأغادركم,غدر
لضريحيهما,ضرح
وستتنصلن,نصل
وكدكاكينهن,دكن
مصيدتكما,صيد
فبالرسالة,رسل
وكتقصيك,قصو
لجزالتكما,جزل
بتقولي,قول
بمفكرتهن,فكر
فقيموها,قيم
وستستعيركما,عور
ولتنتظرونا,نظر
وللعذرة,عذر
لقمقمهن,قمقم
فعاكستماهن,عكس
فسأعرجهم,عرج
أقاماهن,قوم
فليفضينك,فضو
أشلني,شل
للأشر,اشر
وببنطكما,
وكبخاريتيك,بخر
وسيفضحانها,فضح
فمعلموه,علم
فكالفوارة,فور
فالنصف,نصف
اسلما,سلم
كنزيليهما,نزل
وبمشكاتين,
ليلوثوك,لوث
لأقورهن,قور
فكداجيتي,دجو
وبنحلنا,نحل
فباعتدائهن,عدو
فجعلناها,جعل
فلسيادتي,سود
ولمناقشاتكن,نقش
فسيجتموني,سيج
فكسائحاتنا,سيح
كحشيشة,حش
فستنبشونهما,نبش
وكعنبريه,عنبر
ويلجئوها,لجأ
فكربع,ربع
وكنتراتهن,
وسيتجاهلنكن,جهل
فتطابقاه,طبق
وثعلبيان,
عبقتا,عبق
ويسقيهما,سقى
فللمنثور,نثر
وسأتزود,زود
وكخصمان,خصم
فبالمحدودية,حد
لقشلتك,قشل
فبمرقعة,رقع
وتعاهدكن,عهد
لتنضحكن,نضح
ويعسرانا,عسر
ولتذكرتك,ذكر
وكترفكن,ترف
ومصالحتي,صلح
وينومونكن,نوم
للمتعجل,عجل
وليبسطهم,بسط
فسيناشدونها,نشد
ولأبقرهم,بقر
فسيراعنا,رعى
موحدتاهما,وحد
فمستشارتاك,شور
فانتشلتهن,نشل
فيتخماهن,تخم
فليلطخا,لطخ
فمتبصركن,بصر
للمذق,مذق
فكمعايدتيكما,عيد
فبمصدريها,صدر
سنتشارك,شرك
ولنرتقب,رقب
يوصد,وصد
فسأنشلهن,نشل
ولجلديهم,جلد
ليجرين,جرى
وارتيابهن,ريب
فليثلماهن,ثلم
أشفارهما,شفر
لقائمتيهما,قوم
سنلقاهن,لقى
ألحقتماها,لحق
متنبهة,نبه
ونمساويان,
ولأنبذة,نبذ
ولرئتيكم,
وبحمحمتك,حمحم
وكمدعواته,دعو
فكمرتزقة,رزق
ففقعكم,فقع
يكفؤوننا,كفأ
فكاعتقاديتك,عقد
فلتنحيكن,نحو
لمتابعتي,تبع
أثكلتماني,ثكل
لرضعتانا,رضع
للسعاهم,لسع
فبمتظاهري,ظهر
بانضغاطك,ضغط
متعففاتي,عف
وكتوصيفيكم,وصف
نستحقكن,حق
لرشدتماهم,رشد
يستجوباننا,جوب
فسنموله,مول
أتهجدها,هجد
لتهضماهما,هضم
فننحكم,نحو
تهمزك,همز
وكرئيسات,رأس
فنكعبهم,كعب
ولتعدونها,عدو
واحتجزوكما,حجز
لدبابكم,دب
برضاعهن,رضع
لعرصهما,عرص
وكالتمويه,موه
بلداكم,بلد
فببرشهم,
فلتجوفيني,جوف
وستفرملينهم,فرمل
وبقطاعيتهم,قطع
وموسوميكم,وسم
رقاصنا,رقص
فتتعمدان,عمد
فنهبوني,نهب
زحمتموها,زحم
فستشلانهما,شل
فناولاني,نول
فأغطيهن,غطو
ومنامها,نوم
وكاجتماعهم,جمع
وككحالكما,كحل
فبأصالتكما,اصل
المداسات,دوس
وبالمتهتكة,هتك
فبعسلهن,عسل
لمغلتيكم,غل
ونتداعم,دعم
لكتبتانا,كتب
ولعشيرهن,عشر
