age,gender,split,final
45,M,01:40:09,03:49:13
34,W,01:45:11,03:49:13
43,M,01:45:50,03:49:14
60,M,01:47:44,03:49:14
60,M,01:47:30,03:49:14
49,W,01:44:54,03:49:15
37,M,01:44:21,03:49:15
39,W,01:43:44,03:49:15
36,M,01:45:29,03:49:15
45,M,01:53:16,03:49:17
26,M,01:47:56,03:49:18
35,M,01:45:20,03:49:18
40,M,01:49:41,03:49:18
46,M,01:46:05,03:49:18
43,M,01:48:06,03:49:19
26,M,01:44:29,03:49:19
32,M,01:41:45,03:49:19
44,M,01:51:26,03:49:19
43,M,01:46:48,03:49:20
25,W,01:48:57,03:49:20
37,M,01:39:26,03:49:20
51,M,01:44:32,03:49:20
41,M,01:37:37,03:49:20
42,W,01:44:31,03:49:20
44,M,01:42:42,03:49:20
50,M,01:42:19,03:49:21
71,M,01:52:46,03:49:21
30,M,01:42:04,03:49:22
34,M,01:38:45,03:49:22
33,M,01:48:06,03:49:22
44,M,01:48:28,03:49:23
26,W,01:47:15,03:49:24
38,M,01:44:25,03:49:24
53,M,01:39:18,03:49:24
29,M,01:43:12,03:49:24
36,M,01:40:41,03:49:25
42,W,01:51:31,03:49:25
36,M,01:41:01,03:49:25
40,M,01:45:08,03:49:25
39,M,01:42:53,03:49:26
36,W,01:44:53,03:49:27
61,M,01:52:51,03:49:28
60,M,01:51:19,03:49:28
31,M,01:31:06,03:49:28
34,M,01:56:34,03:49:28
33,M,01:47:44,03:49:30
37,M,01:49:05,03:49:30
43,W,01:47:53,03:49:30
33,W,01:44:08,03:49:31
25,M,01:42:57,03:49:31
39,W,01:51:58,03:49:33
36,M,01:46:32,03:49:33
29,M,01:42:43,03:49:33
31,M,01:47:55,03:49:33
30,M,01:33:55,03:49:33
47,M,01:48:28,03:49:33
33,M,01:39:01,03:49:33
29,M,01:40:38,03:49:33
46,M,01:44:04,03:49:34
43,W,01:50:47,03:49:35
41,M,01:50:19,03:49:35
58,M,01:47:02,03:49:36
26,W,01:52:38,03:49:37
47,M,01:38:52,03:49:38
36,M,01:43:00,03:49:38
39,M,01:44:08,03:49:38
49,W,01:48:00,03:49:38
36,W,01:38:28,03:49:38
40,M,01:44:07,03:49:38
43,W,01:50:03,03:49:38
58,M,01:45:34,03:49:39
35,M,01:39:56,03:49:39
43,M,01:44:10,03:49:39
48,M,01:42:15,03:49:40
30,W,01:44:25,03:49:40
40,M,01:45:25,03:49:40
36,M,01:50:59,03:49:41
30,M,01:47:24,03:49:41
44,M,01:50:25,03:49:41
39,M,01:45:04,03:49:42
35,M,01:42:27,03:49:43
46,M,01:38:16,03:49:43
27,M,01:49:01,03:49:43
48,M,01:53:48,03:49:43
27,M,01:44:22,03:49:43
54,M,01:47:12,03:49:44
48,M,01:54:23,03:49:44
26,M,01:51:15,03:49:44
50,M,01:43:32,03:49:45
34,M,01:50:07,03:49:45
36,M,01:45:15,03:49:45
44,W,01:47:10,03:49:45
38,M,01:51:21,03:49:46
33,M,01:44:13,03:49:46
27,M,01:50:10,03:49:47
35,W,01:52:05,03:49:47
45,M,01:43:28,03:49:47
52,M,01:45:01,03:49:47
24,W,01:44:50,03:49:48
34,M,01:45:15,03:49:49
39,M,01:38:23,03:49:49
47,M,01:38:40,03:49:49
46,W,01:44:42,03:49:50
52,M,01:44:08,03:49:50
35,W,01:42:08,03:49:50
33,M,01:35:56,03:49:50
40,W,01:42:33,03:49:51
23,M,01:39:18,03:49:51
38,M,01:41:02,03:49:51
47,M,01:42:37,03:49:52
39,M,01:42:41,03:49:53
41,M,01:45:47,03:49:53
36,M,01:45:06,03:49:53
32,W,01:44:11,03:49:53
47,M,01:40:50,03:49:54
31,M,01:44:19,03:49:54
41,W,01:53:46,03:49:54
46,M,01:47:55,03:49:54
65,M,01:47:13,03:49:55
37,M,01:45:04,03:49:55
51,M,01:55:57,03:49:57
41,M,01:53:38,03:49:57
48,M,01:49:15,03:49:57
39,M,01:53:26,03:49:58
44,W,01:50:08,03:49:58
43,M,01:36:30,03:49:58
26,W,01:50:05,03:49:59
43,M,01:38:29,03:49:59
39,M,01:52:40,03:49:59
46,M,01:47:57,03:49:59
31,M,01:39:23,03:49:59
34,M,01:40:46,03:50:00
36,W,01:51:22,03:50:00
43,M,01:37:53,03:50:00
25,M,01:40:40,03:50:02
48,M,01:42:08,03:50:02
38,M,01:44:06,03:50:02
37,M,01:45:13,03:50:02
42,M,01:43:31,03:50:02
34,M,01:47:20,03:50:03
44,M,01:54:30,03:50:03
33,M,01:49:54,03:50:04
31,M,01:40:12,03:50:04
41,M,01:42:31,03:50:04
30,M,01:44:21,03:50:05
45,M,01:44:51,03:50:05
45,M,01:41:30,03:50:06
36,M,01:46:13,03:50:06
51,M,01:41:46,03:50:07
44,M,01:41:22,03:50:07
26,M,01:36:03,03:50:07
35,M,01:43:30,03:50:08
55,M,01:44:07,03:50:08
40,M,01:48:12,03:50:08
38,M,01:51:48,03:50:08
34,M,01:42:34,03:50:09
27,M,01:42:24,03:50:10
38,W,01:46:36,03:50:10
62,M,01:41:32,03:50:10
51,M,01:44:58,03:50:11
58,M,01:48:41,03:50:11
54,M,01:50:46,03:50:11
26,M,01:50:18,03:50:12
45,M,01:46:19,03:50:12
47,M,01:44:18,03:50:12
29,M,01:49:09,03:50:12
24,W,01:41:15,03:50:13
34,M,01:40:33,03:50:13
35,W,01:41:53,03:50:14
42,M,01:44:08,03:50:14
44,M,01:44:04,03:50:14
50,M,01:49:41,03:50:14
56,M,01:39:42,03:50:14
46,M,01:43:55,03:50:15
30,M,01:47:18,03:50:15
40,M,01:46:14,03:50:16
42,M,01:40:32,03:50:16
49,M,01:42:06,03:50:17
42,M,01:52:47,03:50:18
50,M,01:40:59,03:50:18
43,M,01:48:17,03:50:18
54,M,01:43:54,03:50:19
48,M,01:46:34,03:50:20
31,M,01:37:37,03:50:21
32,M,01:47:48,03:50:21
59,M,01:46:25,03:50:21
55,M,01:48:02,03:50:21
56,M,01:49:13,03:50:21
31,M,01:44:00,03:50:22
30,W,01:40:50,03:50:22
28,W,01:49:02,03:50:23
40,M,01:52:56,03:50:23
30,M,01:39:52,03:50:23
25,W,01:48:24,03:50:24
43,M,01:44:41,03:50:24
48,M,01:48:02,03:50:25
44,W,01:44:58,03:50:25
49,M,01:43:27,03:50:25
38,W,01:38:52,03:50:26
29,W,01:50:19,03:50:27
55,M,01:46:12,03:50:27
36,M,01:38:26,03:50:28
30,M,01:53:16,03:50:28
31,M,01:40:54,03:50:28
41,M,01:45:49,03:50:28
49,M,01:32:11,03:50:29
25,M,01:37:46,03:50:29
35,M,01:44:05,03:50:29
22,M,01:39:43,03:50:30
37,M,01:41:13,03:50:31
48,M,01:49:09,03:50:31
55,M,01:49:21,03:50:31
29,M,01:49:42,03:50:32
41,M,01:48:09,03:50:32
41,M,01:45:27,03:50:32
44,M,01:43:25,03:50:33
43,M,01:48:28,03:50:33
27,M,01:49:13,03:50:33
29,M,01:46:38,03:50:34
30,M,01:46:25,03:50:35
49,M,01:43:16,03:50:35
45,M,01:39:58,03:50:35
23,M,01:36:26,03:50:36
44,M,01:46:25,03:50:36
62,M,01:43:08,03:50:36
41,M,01:41:05,03:50:37
39,W,01:47:26,03:50:37
32,M,01:41:31,03:50:37
36,W,01:53:27,03:50:37
50,M,01:53:19,03:50:37
49,M,01:51:12,03:50:38
33,M,01:48:42,03:50:38
36,M,01:42:04,03:50:38
42,M,01:48:19,03:50:38
53,M,01:47:10,03:50:38
44,W,01:47:52,03:50:39
32,M,01:48:24,03:50:39
46,M,01:47:23,03:50:39
32,M,01:37:02,03:50:40
38,M,01:42:05,03:50:41
30,M,01:44:12,03:50:41
53,M,01:36:59,03:50:41
28,M,01:39:56,03:50:42
35,M,01:44:09,03:50:44
45,M,01:49:52,03:50:44
41,M,01:40:37,03:50:44
48,M,01:42:54,03:50:44
41,M,01:36:04,03:50:44
45,M,01:44:38,03:50:45
53,M,01:41:20,03:50:46
42,M,01:45:41,03:50:46
31,W,01:47:11,03:50:46
30,M,01:35:46,03:50:46
50,M,01:39:17,03:50:46
42,M,01:44:58,03:50:46
33,M,01:47:58,03:50:47
36,M,01:42:36,03:50:47
26,M,01:39:26,03:50:47
30,M,01:39:21,03:50:48
35,M,01:42:00,03:50:48
38,W,01:48:18,03:50:49
42,M,01:51:59,03:50:49
25,W,01:47:58,03:50:50
34,M,01:38:39,03:50:50
39,M,01:39:10,03:50:51
42,W,01:45:25,03:50:51
35,W,01:47:45,03:50:51
39,M,01:45:02,03:50:51
20,W,01:44:31,03:50:52
32,M,01:39:28,03:50:53
26,M,01:44:41,03:50:53
46,M,01:44:37,03:50:54
39,M,01:42:28,03:50:54
40,M,01:57:23,03:50:54
25,M,01:52:20,03:50:55
39,M,01:44:24,03:50:55
26,W,01:42:02,03:50:55
38,M,01:46:33,03:50:55
34,W,01:44:56,03:50:55
24,W,01:48:46,03:50:56
49,M,01:50:59,03:50:56
55,M,01:49:11,03:50:57
37,M,01:41:21,03:50:57
37,W,01:40:58,03:50:57
42,M,01:46:16,03:50:57
50,M,01:43:47,03:50:58
26,W,01:39:46,03:50:58
29,W,01:54:52,03:50:58
41,M,01:42:37,03:50:59
50,M,01:49:47,03:51:00
35,W,01:47:43,03:51:01
59,W,01:49:45,03:51:01
35,M,01:36:21,03:51:01
44,M,01:48:15,03:51:01
29,W,01:46:56,03:51:02
33,M,01:48:27,03:51:02
35,M,01:47:37,03:51:02
41,M,01:46:38,03:51:03
31,M,01:39:52,03:51:03
54,M,01:46:51,03:51:03
50,M,01:42:32,03:51:04
44,M,01:47:52,03:51:04
38,W,01:52:02,03:51:04
27,W,01:43:15,03:51:04
25,M,01:45:04,03:51:05
41,M,01:37:27,03:51:05
39,M,01:43:11,03:51:05
61,M,01:43:19,03:51:05
35,W,01:53:11,03:51:05
67,M,01:48:58,03:51:06
29,M,01:41:16,03:51:06
46,M,01:49:07,03:51:07
43,M,01:51:39,03:51:07
30,W,01:40:13,03:51:08
40,M,01:49:40,03:51:09
34,M,01:52:50,03:51:09
39,W,01:57:44,03:51:10
41,M,01:43:49,03:51:10
60,M,01:57:53,03:51:10
28,W,01:40:26,03:51:11
48,M,01:47:10,03:51:11
40,M,01:50:13,03:51:11
53,M,01:50:03,03:51:11
49,M,01:38:56,03:51:11
45,M,01:49:14,03:51:11
37,M,01:39:03,03:51:12
30,M,01:55:42,03:51:12
57,M,01:51:44,03:51:12
38,M,01:42:55,03:51:13
28,M,01:42:32,03:51:13
40,M,01:46:01,03:51:14
40,W,01:47:13,03:51:14
31,M,01:34:44,03:51:14
60,M,01:41:07,03:51:15
27,M,01:47:27,03:51:15
39,M,01:45:15,03:51:15
28,M,01:45:35,03:51:15
41,M,01:42:07,03:51:16
34,M,01:48:31,03:51:16
45,W,01:52:35,03:51:18
34,M,01:54:42,03:51:18
34,W,01:48:44,03:51:18
26,M,01:50:13,03:51:18
42,W,01:50:08,03:51:19
33,W,01:50:10,03:51:19
40,W,01:43:25,03:51:19
35,M,01:52:26,03:51:19
38,W,01:43:15,03:51:20
36,W,01:47:46,03:51:20
32,M,01:47:03,03:51:20
23,M,01:35:26,03:51:20
29,M,01:43:28,03:51:20
29,M,01:30:15,03:51:20
45,M,01:49:51,03:51:21
46,W,01:53:23,03:51:21
46,M,01:39:47,03:51:21
39,M,01:45:54,03:51:21
57,M,01:44:53,03:51:21
55,W,01:48:06,03:51:23
59,M,01:49:51,03:51:23
33,M,01:45:00,03:51:24
38,M,01:57:17,03:51:24
39,M,01:43:08,03:51:25
49,M,01:49:16,03:51:26
35,M,01:45:41,03:51:26
34,M,01:40:09,03:51:26
37,M,01:51:32,03:51:26
45,W,01:53:53,03:51:26
55,M,01:49:20,03:51:26
50,M,01:48:09,03:51:26
41,W,01:49:23,03:51:27
25,M,01:31:55,03:51:27
45,M,01:36:35,03:51:27
34,W,01:49:02,03:51:28
49,W,01:45:59,03:51:28
47,W,01:49:59,03:51:30
45,M,01:48:27,03:51:30
51,W,01:53:35,03:51:30
46,M,01:42:52,03:51:30
50,M,01:48:22,03:51:31
27,M,01:52:03,03:51:31
50,M,01:34:15,03:51:31
54,M,01:50:39,03:51:31
32,W,01:44:11,03:51:32
34,M,01:48:22,03:51:32
30,M,01:41:46,03:51:33
46,M,01:45:30,03:51:33
29,M,01:50:18,03:51:34
53,W,01:54:09,03:51:34
46,M,01:45:47,03:51:35
47,M,01:43:53,03:51:35
50,M,01:46:18,03:51:35
50,M,01:45:40,03:51:36
28,M,01:54:11,03:51:36
28,W,01:45:55,03:51:36
52,M,01:37:09,03:51:36
44,M,01:47:57,03:51:37
27,M,01:55:33,03:51:37
40,M,01:41:14,03:51:37
38,M,01:45:00,03:51:37
26,M,01:36:12,03:51:38
54,M,01:52:13,03:51:38
39,M,01:54:14,03:51:38
44,M,01:47:17,03:51:39
50,M,01:49:59,03:51:40
29,M,01:44:20,03:51:40
32,M,01:45:36,03:51:41
22,M,01:45:36,03:51:41
28,M,01:49:16,03:51:41
37,M,01:51:24,03:51:41
27,M,01:43:43,03:51:42
45,M,01:49:02,03:51:43
48,W,01:47:23,03:51:43
37,M,01:48:44,03:51:43
61,M,01:42:57,03:51:43
39,W,01:58:43,03:51:43
39,M,01:46:34,03:51:43
36,M,01:49:33,03:51:44
42,M,01:47:20,03:51:44
27,M,01:44:50,03:51:44
28,M,01:37:20,03:51:45
43,W,01:45:08,03:51:46
37,M,01:38:35,03:51:46
29,M,01:46:52,03:51:46
37,M,01:49:53,03:51:46
59,M,01:43:03,03:51:47
47,M,01:43:12,03:51:47
34,M,01:45:24,03:51:47
27,W,01:44:53,03:51:47
38,W,01:44:44,03:51:47
46,W,01:48:15,03:51:47
45,M,01:55:07,03:51:47
59,M,01:51:20,03:51:48
44,W,01:44:08,03:51:48
35,M,01:47:31,03:51:49
29,M,01:35:36,03:51:49
26,W,01:49:00,03:51:50
39,M,01:45:33,03:51:51
35,M,01:47:38,03:51:51
44,W,01:47:04,03:51:54
25,W,01:52:51,03:51:54
55,M,01:43:53,03:51:54
34,M,01:44:27,03:51:55
57,M,01:44:54,03:51:55
66,M,01:46:08,03:51:55
37,M,01:48:41,03:51:56
53,W,01:50:36,03:51:56
25,M,01:43:35,03:51:58
45,W,01:34:18,03:51:58
36,W,01:43:30,03:51:58
30,W,01:40:26,03:51:59
56,M,01:48:33,03:51:59
29,M,01:52:42,03:52:00
28,M,01:37:03,03:52:00
45,M,01:38:42,03:52:00
25,M,01:46:48,03:52:00
37,M,01:41:37,03:52:00
44,M,01:42:13,03:52:00
45,M,01:43:29,03:52:00
44,M,01:44:41,03:52:01
26,M,01:54:04,03:52:02
31,M,01:38:09,03:52:02
37,M,01:44:25,03:52:02
41,M,01:48:38,03:52:02
57,M,01:45:09,03:52:02
35,M,01:43:51,03:52:03
57,W,01:51:25,03:52:03
43,M,01:39:06,03:52:03
59,M,01:42:47,03:52:04
36,M,01:55:12,03:52:04
37,M,01:48:27,03:52:05
42,M,01:49:23,03:52:05
32,M,01:42:51,03:52:06
47,M,01:45:34,03:52:06
26,M,01:43:22,03:52:06
18,M,01:38:16,03:52:07
43,W,01:51:06,03:52:07
28,M,01:54:20,03:52:08
27,M,01:44:19,03:52:08
41,M,01:40:59,03:52:08
28,M,01:40:06,03:52:09
48,M,01:42:49,03:52:09
39,M,01:50:55,03:52:09
40,M,01:42:52,03:52:10
49,M,01:47:03,03:52:10
30,W,01:48:41,03:52:11
41,M,01:42:35,03:52:11
33,M,01:41:18,03:52:11
47,M,01:52:11,03:52:12
55,M,01:54:15,03:52:13
40,W,01:51:38,03:52:13
46,W,01:52:00,03:52:13
39,W,01:49:45,03:52:13
51,M,01:43:51,03:52:15
45,M,01:53:42,03:52:15
41,W,01:51:56,03:52:15
32,M,01:43:54,03:52:15
42,M,01:41:22,03:52:15
37,W,01:54:59,03:52:16
27,M,01:36:37,03:52:16
46,M,01:41:38,03:52:17
65,M,01:45:55,03:52:17
42,M,01:49:19,03:52:17
33,W,01:51:25,03:52:19
45,M,01:41:48,03:52:19
49,M,01:48:00,03:52:19
51,W,01:43:52,03:52:19
28,M,01:41:31,03:52:19
51,M,01:54:28,03:52:19
28,M,01:42:54,03:52:20
51,M,01:43:30,03:52:20
35,M,01:43:41,03:52:20
45,W,01:49:52,03:52:21
43,M,01:50:04,03:52:21
54,M,01:51:15,03:52:22
42,M,01:44:22,03:52:22
43,M,01:47:37,03:52:22
31,M,01:53:27,03:52:23
26,M,01:47:42,03:52:23
31,M,01:48:14,03:52:24
59,M,01:45:15,03:52:24
37,M,01:36:19,03:52:24
58,M,01:41:07,03:52:25
35,M,01:38:39,03:52:25
45,M,01:42:21,03:52:26
42,M,01:42:04,03:52:26
37,M,01:52:41,03:52:26
50,M,01:43:30,03:52:26
35,M,01:47:47,03:52:27
50,M,01:44:54,03:52:27
53,M,01:50:10,03:52:28
33,M,01:53:45,03:52:29
46,M,01:44:29,03:52:29
48,M,01:43:27,03:52:30
41,M,01:52:31,03:52:30
34,W,01:45:36,03:52:31
41,M,01:48:05,03:52:32
37,W,01:52:43,03:52:33
43,M,01:43:01,03:52:33
36,W,01:45:08,03:52:33
38,M,01:48:27,03:52:34
47,M,01:43:54,03:52:34
37,M,01:41:52,03:52:34
29,W,01:47:48,03:52:34
39,M,01:47:42,03:52:34
38,M,01:50:35,03:52:35
39,M,01:49:50,03:52:35
45,M,01:44:16,03:52:35
36,M,01:51:40,03:52:35
27,M,01:40:59,03:52:35
45,M,01:48:08,03:52:36
45,M,01:44:36,03:52:36
34,M,01:43:55,03:52:36
34,M,01:52:41,03:52:37
37,M,01:45:11,03:52:37
43,W,01:43:38,03:52:37
41,M,01:47:39,03:52:38
32,M,01:41:15,03:52:39
28,M,01:51:08,03:52:40
34,W,01:50:02,03:52:40
31,M,01:42:00,03:52:41
50,M,01:45:03,03:52:41
35,M,01:40:58,03:52:41
57,M,01:44:16,03:52:41
37,M,01:41:03,03:52:42
34,M,01:43:57,03:52:42
34,M,01:47:16,03:52:42
34,W,01:48:27,03:52:42
42,W,01:47:50,03:52:42
46,M,01:50:30,03:52:42
33,M,01:43:46,03:52:43
28,W,01:48:19,03:52:43
39,M,01:49:35,03:52:43
39,M,01:47:57,03:52:43
55,M,01:53:32,03:52:43
34,W,01:41:12,03:52:43
50,M,01:38:02,03:52:44
27,M,01:45:36,03:52:44
52,W,01:48:58,03:52:44
52,M,01:47:07,03:52:45
38,M,01:43:43,03:52:45
32,M,01:51:06,03:52:45
54,M,01:52:08,03:52:45
47,W,01:44:35,03:52:46
32,M,01:40:10,03:52:46
30,M,01:40:17,03:52:46
35,W,01:46:55,03:52:46
40,M,01:46:04,03:52:47
43,M,01:43:05,03:52:48
41,M,01:49:27,03:52:48
60,M,01:52:40,03:52:49
61,M,01:44:09,03:52:49
39,M,01:45:59,03:52:50
41,M,01:50:03,03:52:50
28,W,01:50:00,03:52:50
57,M,01:45:27,03:52:51
37,M,01:44:52,03:52:51
33,W,01:41:07,03:52:51
45,W,01:46:54,03:52:52
32,M,01:53:51,03:52:53
60,M,01:48:47,03:52:53
42,M,01:55:08,03:52:53
39,M,01:35:58,03:52:54
38,M,01:40:55,03:52:54
38,M,01:46:53,03:52:54
45,M,01:46:32,03:52:54
43,M,01:50:04,03:52:54
31,M,01:53:29,03:52:54
27,W,01:51:00,03:52:55
34,M,01:45:23,03:52:56
24,M,01:49:09,03:52:56
40,M,01:43:53,03:52:56
43,M,01:41:26,03:52:56
29,M,01:42:13,03:52:57
48,M,01:43:22,03:52:58
47,M,01:40:16,03:52:58
44,M,01:43:32,03:52:59
39,M,01:51:40,03:52:59
53,M,01:45:04,03:53:00
41,M,01:40:58,03:53:01
47,W,01:50:35,03:53:01
32,M,01:45:43,03:53:01
27,W,01:49:32,03:53:01
45,M,01:44:38,03:53:01
42,M,01:50:17,03:53:01
54,M,01:45:59,03:53:01
40,M,01:36:27,03:53:02
41,M,01:45:29,03:53:02
46,W,01:52:21,03:53:02
48,M,01:40:39,03:53:02
39,W,01:51:23,03:53:02
49,M,01:42:50,03:53:03
28,M,01:34:03,03:53:03
30,M,01:50:56,03:53:04
42,M,01:50:59,03:53:04
40,M,01:41:22,03:53:04
51,W,01:45:43,03:53:04
30,M,01:46:29,03:53:05
47,W,01:45:03,03:53:05
41,M,01:44:47,03:53:06
36,M,01:54:33,03:53:06
40,M,01:42:33,03:53:06
30,M,01:39:06,03:53:07
32,M,01:55:19,03:53:07
53,W,01:44:47,03:53:07
31,W,01:51:59,03:53:08
45,M,01:44:15,03:53:09
35,W,01:43:47,03:53:09
42,M,01:41:52,03:53:09
34,W,01:50:44,03:53:10
34,M,01:45:31,03:53:10
43,M,01:42:05,03:53:10
38,M,01:48:20,03:53:10
45,M,01:44:16,03:53:11
28,W,01:50:12,03:53:11
33,M,01:48:36,03:53:11
27,M,01:42:00,03:53:11
43,W,01:51:55,03:53:12
50,M,01:42:30,03:53:12
41,M,01:42:45,03:53:13
38,M,01:47:44,03:53:13
50,M,01:45:52,03:53:13
53,M,01:44:15,03:53:13
48,M,01:49:37,03:53:14
33,M,01:40:11,03:53:14
29,M,01:46:03,03:53:14
52,M,01:50:55,03:53:16
38,M,01:46:02,03:53:17
38,M,01:49:10,03:53:18
40,M,01:44:16,03:53:19
51,M,01:49:09,03:53:20
40,M,01:46:58,03:53:20
52,M,01:49:17,03:53:21
29,M,01:38:34,03:53:21
41,W,01:40:30,03:53:21
44,M,01:46:03,03:53:22
55,M,01:54:11,03:53:22
31,W,01:56:04,03:53:22
37,M,01:52:01,03:53:22
48,M,01:42:21,03:53:22
51,M,01:44:34,03:53:22
31,M,01:47:48,03:53:22
36,M,01:41:56,03:53:23
45,W,01:52:18,03:53:23
39,M,01:40:25,03:53:23
38,W,01:41:44,03:53:24
29,W,01:53:17,03:53:24
38,M,01:45:15,03:53:24
32,M,01:55:37,03:53:24
35,M,01:48:57,03:53:25
47,M,01:42:20,03:53:25
30,M,01:54:35,03:53:25
40,M,01:42:21,03:53:27
42,M,01:44:33,03:53:28
53,M,01:39:51,03:53:29
41,M,01:51:04,03:53:29
51,M,01:44:36,03:53:30
42,W,01:52:27,03:53:30
36,M,01:49:27,03:53:30
27,M,01:44:02,03:53:31
39,M,01:42:43,03:53:31
38,W,01:50:56,03:53:31
30,W,01:43:25,03:53:32
29,M,01:47:42,03:53:32
27,W,01:49:43,03:53:32
24,W,01:43:02,03:53:32
34,M,01:44:11,03:53:33
54,M,01:44:15,03:53:33
48,M,01:49:59,03:53:33
48,M,01:54:05,03:53:33
50,M,01:51:46,03:53:34
34,M,01:44:54,03:53:35
23,M,01:48:09,03:53:35
40,W,01:50:13,03:53:35
25,M,01:50:32,03:53:36
35,M,01:44:52,03:53:36
34,M,01:42:51,03:53:36
48,M,01:39:40,03:53:37
60,M,01:47:36,03:53:38
34,M,01:47:41,03:53:38
51,M,01:50:32,03:53:38
35,M,01:52:41,03:53:38
27,M,01:39:01,03:53:38
40,M,01:55:14,03:53:38
39,M,01:42:44,03:53:39
46,W,01:49:44,03:53:40
44,M,01:47:52,03:53:41
34,M,01:36:44,03:53:41
41,M,01:46:46,03:53:41
45,M,01:50:20,03:53:41
27,W,01:48:32,03:53:41
55,M,01:42:52,03:53:42
41,M,01:39:36,03:53:42
59,M,01:47:23,03:53:43
56,M,01:53:55,03:53:43
39,M,01:36:26,03:53:44
48,M,01:43:01,03:53:44
49,M,01:41:52,03:53:45
38,M,01:42:46,03:53:45
29,M,01:50:32,03:53:45
40,M,01:41:13,03:53:46
32,W,01:48:10,03:53:46
27,W,01:52:25,03:53:46
52,M,01:45:22,03:53:48
50,M,01:42:39,03:53:48
41,M,01:52:00,03:53:48
24,M,01:46:47,03:53:48
38,M,01:53:01,03:53:48
24,M,01:44:58,03:53:48
31,W,01:48:04,03:53:48
48,M,01:41:31,03:53:49
51,M,01:41:02,03:53:49
49,M,01:44:39,03:53:49
47,M,01:48:34,03:53:50
43,W,01:42:38,03:53:50
25,M,01:46:40,03:53:51
48,M,01:48:09,03:53:51
51,W,01:57:12,03:53:51
31,M,01:38:28,03:53:51
38,W,01:49:09,03:53:52
40,M,01:32:47,03:53:52
39,M,01:39:30,03:53:52
37,M,01:43:22,03:53:52
35,M,01:42:02,03:53:52
35,M,01:44:06,03:53:52
48,M,01:42:53,03:53:53
49,M,01:50:48,03:53:53
44,M,01:49:03,03:53:53
39,M,01:48:27,03:53:53
30,M,01:45:09,03:53:55
47,M,01:48:24,03:53:55
43,M,01:44:19,03:53:56
38,W,01:43:19,03:53:56
25,M,01:50:54,03:53:57
54,M,01:49:54,03:53:57
40,M,01:40:39,03:53:58
41,M,01:49:21,03:53:59
43,M,01:50:40,03:54:00
41,M,01:40:21,03:54:00
44,M,01:50:12,03:54:00
44,W,01:51:25,03:54:00
52,M,01:54:25,03:54:00
41,M,01:37:39,03:54:00
58,M,01:38:22,03:54:00
44,W,01:50:32,03:54:01
41,M,01:53:31,03:54:01
41,M,01:44:24,03:54:01
52,M,01:42:02,03:54:01
30,M,01:47:13,03:54:02
48,W,01:46:16,03:54:02
37,M,01:53:41,03:54:03
35,M,01:45:18,03:54:03
51,M,01:54:39,03:54:04
41,M,01:46:37,03:54:04
25,W,01:46:12,03:54:04
63,M,01:46:59,03:54:05
36,M,01:48:41,03:54:05
35,M,01:54:06,03:54:05
47,M,01:50:30,03:54:05
64,M,01:50:10,03:54:06
25,M,01:50:30,03:54:06
41,W,01:49:39,03:54:06
38,M,01:47:52,03:54:06
40,M,01:52:59,03:54:07
29,M,01:43:56,03:54:07
29,M,01:47:33,03:54:07
23,M,01:48:55,03:54:07
31,W,01:54:38,03:54:08
29,M,01:43:47,03:54:09
32,M,01:41:46,03:54:09
42,M,01:44:46,03:54:09
40,M,01:44:31,03:54:09
36,M,01:44:29,03:54:10
53,M,01:36:41,03:54:10
35,M,01:43:57,03:54:10
33,M,01:49:43,03:54:10
60,M,01:52:04,03:54:10
49,M,01:41:39,03:54:11
51,W,01:49:13,03:54:11
44,M,01:44:40,03:54:11
42,M,01:55:10,03:54:11
45,M,01:46:13,03:54:11
38,M,01:44:31,03:54:11
31,M,01:45:30,03:54:12
30,M,01:54:16,03:54:13
43,M,01:46:18,03:54:13
38,M,01:42:35,03:54:15
24,W,01:51:37,03:54:15
32,W,01:49:03,03:54:16
36,M,01:50:51,03:54:16
49,M,01:54:56,03:54:16
50,M,01:37:39,03:54:16
34,W,01:45:31,03:54:16
30,M,01:38:47,03:54:16
55,M,01:51:32,03:54:17
25,M,01:55:29,03:54:18
33,M,01:48:12,03:54:18
34,M,01:47:13,03:54:18
38,M,01:50:02,03:54:19
25,W,01:45:53,03:54:19
28,M,01:41:15,03:54:19
28,M,01:31:03,03:54:20
42,M,01:39:50,03:54:20
29,M,01:46:28,03:54:20
46,M,01:43:08,03:54:21
51,M,01:43:57,03:54:21
26,M,01:46:15,03:54:21
40,M,01:42:07,03:54:22
40,W,01:45:47,03:54:22
34,M,01:44:44,03:54:22
41,M,01:44:12,03:54:22
33,M,01:42:22,03:54:23
55,M,01:50:23,03:54:23
40,M,01:45:23,03:54:23
41,M,01:46:33,03:54:24
24,W,01:43:41,03:54:24
42,M,01:45:53,03:54:25
45,W,01:51:13,03:54:25
30,M,01:35:04,03:54:25
45,M,01:48:43,03:54:25
49,M,01:47:04,03:54:25
44,M,01:29:07,03:54:26
36,W,01:50:14,03:54:27
34,M,01:37:47,03:54:27
43,W,01:57:10,03:54:28
37,M,01:51:25,03:54:28
37,M,01:45:44,03:54:28
32,W,01:52:17,03:54:29
49,M,01:46:08,03:54:30
43,M,01:42:43,03:54:30
36,M,01:49:58,03:54:31
45,W,01:51:15,03:54:31
42,M,01:44:16,03:54:31
23,W,01:46:49,03:54:32
